# Program:featureCounts v2.0.3; Command:"/home/nilmbb/dmalcov/vigna/subread-2.0.3-source/bin/featureCounts" "-p" "--countReadPairs" "-t" "exon" "-g" "gene_id" "-a" "v6.gtf" "-o" "VR4R1counts.txt" "alignments/VR4R1/VR4R1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/VR4R1/VR4R1Aligned.sortedByCoord.out.bam
gene:Vradi02g08780	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	11615766;11615938;11616202;11616410;11616580;11616775;11616998;11617317;11617614;11617941;11618136;11618356;11618574;11619435;11619818;11620043;11621578;11621751;11621920;11622230;11622393;11622614;11622767;11623033;11623222	11615861;11616116;11616310;11616495;11616693;11616834;11617213;11617430;11617835;11618045;11618276;11618460;11618681;11619590;11619892;11620157;11621660;11621789;11621985;11622272;11622460;11622673;11622832;11623113;11623531	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2817	3723
gene:Vradi02g08790	CM003505.1;CM003505.1	11644723;11645854	11644885;11645984	+;+	294	52
gene:Vradi02g08800	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	11659697;11660518;11660675;11661087;11661087;11662483;11662483;11662745;11662745;11662943;11662943;11663826;11663826;11664579;11664579;11664809;11664809;11666359;11666359;11666514;11666514;11667550;11667550	11660014;11660844;11660844;11661550;11661550;11662540;11662609;11662796;11662796;11663270;11663270;11663905;11663905;11664626;11664626;11664955;11664955;11666431;11666431;11667343;11667343;11667734;11667734	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2979	316
gene:Vradi02g08810	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	11681065;11682291;11682634;11684370;11685179	11681566;11682395;11682690;11684510;11685580	-;-;-;-;-	1207	1
gene:Vradi02g08820	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	11681073;11682261;11683357;11684376;11685080	11681505;11682380;11683760;11684516;11686046	+;+;+;+;+	2065	529
gene:Vradi02g08830	CM003505.1;CM003505.1;CM003505.1;CM003505.1	11762720;11763492;11764357;11765024	11763120;11763925;11764389;11765849	+;+;+;+	1694	838
gene:Vradi02g08840	CM003505.1;CM003505.1	11774708;11776046	11774964;11776172	-;-	384	0
gene:Vradi02g08850	CM003505.1;CM003505.1	11795623;11798388	11798197;11798689	+;+	2877	98
gene:Vradi02g08860	CM003505.1;CM003505.1;CM003505.1	11821542;11821986;11822890	11821850;11822178;11823425	+;+;+	1038	113
gene:Vradi02g08870	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	11839939;11840239;11840446;11843267;11843462;11843747;11844018;11845306;11845420;11845682	11840058;11840296;11840666;11843336;11843550;11843821;11844106;11845341;11845531;11846140	+;+;+;+;+;+;+;+;+;+	1329	0
gene:Vradi02g08880	CM003505.1;CM003505.1	11849463;11849713	11849614;11849857	+;+	297	4
gene:Vradi02g08890	CM003505.1	11858079	11858540	-	462	1
gene:Vradi02g08900	CM003505.1	11913060	11913311	+	252	446
gene:Vradi02g08910	CM003505.1;CM003505.1;CM003505.1;CM003505.1	11925040;11926802;11927596;11928198	11925878;11926906;11927708;11928787	-;-;-;-	1647	159
gene:Vradi02g08920	CM003505.1;CM003505.1	11947875;11949125	11948244;11949945	+;+	1191	37
gene:Vradi02g08930	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12007096;12007526;12008747;12013962;12014140;12014408;12014695;12014989;12015269	12007163;12007629;12008805;12014067;12014321;12014545;12014823;12015136;12015330	+;+;+;+;+;+;+;+;+	996	21
gene:Vradi02g08940	CM003505.1;CM003505.1	12049255;12050303	12050220;12050866	+;+	1530	55
gene:Vradi02g08950	CM003505.1;CM003505.1;CM003505.1;CM003505.1	12075874;12076038;12076188;12076504	12075926;12076062;12076253;12076617	-;-;-;-	258	1
gene:Vradi02g08960	CM003505.1;CM003505.1	12177438;12178908	12177916;12179710	-;-	1282	147
gene:Vradi02g08970	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12283514;12285717;12286560;12287457;12288121;12288976;12290571	12284395;12286482;12287376;12287704;12288356;12289840;12290830	+;+;+;+;+;+;+	4074	1113
gene:Vradi02g08980	CM003505.1;CM003505.1;CM003505.1	12361195;12361635;12362376	12361313;12361834;12363303	+;+;+	1247	521
gene:Vradi02g08990	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12368817;12370168;12370405;12370741;12373044	12369892;12370327;12370622;12370908;12373188	-;-;-;-;-	1767	223
gene:Vradi02g09000	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12443451;12443774;12444780;12444952;12445390;12445638;12446329	12443572;12444697;12444855;12445067;12445536;12445677;12446445	-;-;-;-;-;-;-	1542	6
gene:Vradi02g09010	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12450429;12451574;12452137;12452284;12452499;12452894;12453556;12455004	12450764;12451774;12452208;12452369;12452628;12453047;12453890;12455126	-;-;-;-;-;-;-;-	1437	242
gene:Vradi02g09020	CM003505.1;CM003505.1	12498599;12499647	12498880;12501344	+;+	1980	138
gene:Vradi02g09030	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12505685;12506119;12506971;12508962;12510411;12515739;12516159	12505914;12506185;12507688;12509085;12510641;12515868;12516242	-;-;-;-;-;-;-	1584	51
gene:Vradi02g09040	CM003505.1;CM003505.1	12508689;12508831	12508745;12509016	+;+	243	2
gene:Vradi02g09050	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12769224;12769882;12770753;12771237;12772957;12773072;12773910	12769436;12770164;12771128;12771458;12772978;12773317;12774296	+;+;+;+;+;+;+	1749	338
gene:Vradi02g09060	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12844175;12844326;12844904;12845910;12846785;12847721;12848248	12844269;12844594;12844949;12846005;12846834;12847814;12848389	+;+;+;+;+;+;+	792	323
gene:Vradi02g09070	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12854084;12855252;12855788;12856052;12856566;12857343	12854447;12855495;12855955;12856190;12856811;12857724	+;+;+;+;+;+	1543	20
gene:Vradi02g09080	CM003505.1;CM003505.1;CM003505.1	12943940;12944229;12944559	12944029;12944291;12944633	+;+;+	228	0
gene:Vradi02g09090	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	12974969;12975363;12977109;12977600;12977892;12979530;12980114	12975250;12975651;12977484;12977815;12978030;12979801;12980485	+;+;+;+;+;+;+	1946	15
gene:Vradi02g09100	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	13252298;13252298;13252651;13252651;13252874;13252874;13254257;13254257;13254735;13254735;13255097;13255097;13255409;13255409;13255711;13255711;13255963;13258320;13258872;13258872;13259053;13259053;13259519;13259519;13259811;13259811;13260391;13260391;13260706;13260706;13262942;13262942;13263812;13263812;13264918;13264918;13265045;13265045;13265269;13265269;13265544;13265544;13265945;13265945	13252559;13252559;13252791;13252791;13252965;13252965;13254353;13254353;13254778;13254778;13255345;13255345;13255452;13255452;13255884;13255884;13256119;13258408;13258963;13258963;13259199;13259199;13259666;13259666;13259887;13259887;13260464;13260464;13260789;13260789;13263119;13263119;13263883;13263883;13264965;13264965;13265172;13265172;13265422;13265422;13265822;13265822;13266346;13266346	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3232	459
gene:Vradi02g09110	CM003505.1	13336744	13336974	+	231	2
gene:Vradi02g09120	CM003505.1;CM003505.1;CM003505.1	13371090;13371476;13373147	13371400;13371781;13373165	-;-;-	636	0
gene:Vradi02g09130	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	13372208;13373093;13375140;13375979;13376447	13372503;13374398;13375409;13376168;13376613	+;+;+;+;+	2229	187
gene:Vradi02g09140	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	13403659;13404745;13404971;13405264;13408429	13403886;13404808;13405012;13405336;13408730	+;+;+;+;+	709	0
gene:Vradi02g09150	CM003505.1;CM003505.1;CM003505.1;CM003505.1	13414724;13414900;13415260;13416384	13414807;13415163;13415843;13416657	-;-;-;-	1206	0
gene:Vradi02g09160	CM003505.1;CM003505.1	13465354;13468475	13465406;13468838	+;+	417	0
gene:Vradi02g09170	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	13469242;13469891;13470033;13470171;13471382;13472233	13469561;13469955;13470065;13471089;13471580;13472348	+;+;+;+;+;+	1652	42
gene:Vradi02g09180	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	13511158;13514847;13516918;13517869;13518021;13520503;13521797	13512021;13515062;13517234;13517908;13518257;13520589;13522418	+;+;+;+;+;+;+	2383	1730
gene:Vradi02g09190	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	13706819;13707716;13708249;13708783;13709994;13710617	13707531;13707974;13708466;13708926;13710196;13710746	-;-;-;-;-;-	1667	223
gene:Vradi02g09200	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	13720847;13721018;13722644;13722830;13723126;13724475	13720921;13722009;13722705;13722925;13723476;13724533	-;-;-;-;-;-	1635	83
gene:Vradi02g09210	CM003505.1;CM003505.1	13798744;13799055	13798935;13799192	-;-	330	21
gene:Vradi02g09220	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	13837214;13837908;13838144;13838473;13838753;13839368;13841471	13837760;13838058;13838381;13838683;13838898;13839484;13842841	-;-;-;-;-;-;-	2781	10
gene:Vradi02g09230	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	13882609;13883238;13884449;13884957;13885813	13883147;13884348;13884730;13885730;13886508	+;+;+;+;+	3402	100
gene:Vradi02g09240	CM003505.1	13932076	13932360	-	285	0
gene:Vradi02g09250	CM003505.1;CM003505.1	13953540;13955062	13953863;13955421	+;+	684	316
gene:Vradi02g09260	CM003505.1;CM003505.1	13991412;13992110	13991761;13992190	-;-	431	1
gene:Vradi02g09270	CM003505.1;CM003505.1;CM003505.1	14055363;14055755;14055909	14055420;14055831;14056058	+;+;+	285	0
gene:Vradi02g09280	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14138817;14139472;14140339;14140712;14141913	14139389;14140197;14140611;14141822;14142451	-;-;-;-;-	3222	225
gene:Vradi02g09290	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14153653;14153855;14154442;14154784;14155128	14153784;14154107;14154689;14154868;14155192	+;+;+;+;+	783	0
gene:Vradi02g09300	CM003505.1;CM003505.1	14155849;14158756	14155892;14159029	-;-	318	0
gene:Vradi02g09310	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14160253;14160710;14161501;14161805;14163762;14165141;14166320;14166601	14160542;14160850;14161586;14161960;14163919;14165352;14166505;14166945	-;-;-;-;-;-;-;-	1574	729
gene:Vradi02g09320	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14216006;14216608;14216895;14218191;14218364;14218652;14219167;14219367;14223116;14223922;14227511;14227954;14232387;14232625;14232798	14216207;14216698;14216989;14218248;14218548;14218709;14219207;14219441;14223172;14224034;14227704;14228175;14232539;14232702;14233184	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2009	615
gene:Vradi02g09330	CM003505.1;CM003505.1	14248164;14248819	14248606;14249020	-;-	645	335
gene:Vradi02g09340	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14255540;14256257;14256804;14257007;14257338;14260498;14260795;14261530;14261756;14263111;14263272;14264178;14264837	14255793;14256352;14256832;14257101;14257460;14260586;14260900;14261627;14262010;14263178;14263362;14264261;14264982	+;+;+;+;+;+;+;+;+;+;+;+;+	1534	4
gene:Vradi02g09350	CM003505.1;CM003505.1;CM003505.1	14274157;14274617;14276771	14274491;14275048;14277255	-;-;-	1252	332
gene:Vradi02g09360	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14332807;14333451;14333571;14334779;14335136	14332851;14333504;14333776;14334894;14335173	-;-;-;-;-	459	2484
gene:Vradi02g09370	CM003505.1;CM003505.1;CM003505.1	14365406;14366161;14366291	14365450;14366214;14366518	-;-;-	327	6222
gene:Vradi02g09380	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14418032;14418331;14418902;14419125;14424578;14425355	14418088;14418428;14419001;14419247;14424760;14425477	+;+;+;+;+;+	684	615
gene:Vradi02g09390	CM003505.1;CM003505.1;CM003505.1	14428341;14428857;14429056	14428520;14428911;14429342	+;+;+	522	2
gene:Vradi02g09400	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14430410;14431142;14432271;14434961;14436460	14430846;14431682;14434222;14435110;14437000	+;+;+;+;+	3621	15
gene:Vradi02g09410	CM003505.1;CM003505.1;CM003505.1;CM003505.1	14442412;14442750;14442960;14443148	14442658;14442886;14443061;14443462	+;+;+;+	801	0
gene:Vradi02g09420	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14450017;14450647;14450816;14456795;14459602;14460949;14468194;14469469;14469838;14473027;14474764;14475000;14475249;14475456;14475773	14450387;14450700;14451433;14456886;14459709;14461062;14468289;14469567;14469957;14473131;14474928;14475130;14475327;14475673;14476215	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2813	220
gene:Vradi02g09430	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14485684;14487049;14493036;14493541;14494739;14495860	14486195;14488162;14493308;14494659;14495268;14495979	+;+;+;+;+;+	3668	233
gene:Vradi02g09440	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14515610;14516119;14516365;14517008;14517403;14528781	14515908;14516275;14516580;14517315;14518802;14528845	-;-;-;-;-;-	2445	37
gene:Vradi02g09450	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14558956;14559155;14559332;14559530;14560242;14560387;14560561	14559050;14559234;14559425;14559700;14560304;14560453;14560628	-;-;-;-;-;-;-	638	6
gene:Vradi02g09460	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14614874;14617648;14618190;14618972;14619316;14620248;14620617;14621150	14615931;14618112;14618621;14619205;14620146;14620417;14620975;14621469	+;+;+;+;+;+;+;+	3869	971
gene:Vradi02g09470	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14665037;14666192;14666355;14666621;14667306;14667697	14665692;14666247;14666510;14667211;14667608;14668124	+;+;+;+;+;+	2190	162
gene:Vradi02g09480	CM003505.1;CM003505.1;CM003505.1;CM003505.1	14673103;14673272;14673547;14673877	14673195;14673367;14673622;14673926	-;-;-;-	315	1
gene:Vradi02g09490	CM003505.1;CM003505.1;CM003505.1;CM003505.1	14687053;14687390;14687897;14688959	14687236;14687534;14687940;14689130	-;-;-;-	545	0
gene:Vradi02g09500	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14693886;14694693;14694967;14695681;14697116	14694152;14694855;14695044;14695743;14697413	-;-;-;-;-	869	1600
gene:Vradi02g09510	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14750097;14750932;14751118;14751328;14751683;14751993;14752426;14752637;14752849;14753595;14753756;14754140;14754759;14755044;14755266;14755458;14755835	14750522;14751036;14751222;14751409;14751882;14752154;14752535;14752775;14752995;14753669;14753965;14754228;14754921;14755163;14755375;14755602;14756050	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2604	811
gene:Vradi02g09520	CM003505.1	14839672	14841807	+	2136	1095
gene:Vradi02g09530	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	14842127;14842423;14842618;14843070;14843463;14843577;14844485;14845142;14845692;14846738;14853172;14853458;14854073;14854498;14855070;14855917;14857166	14842323;14842495;14842906;14843226;14843482;14843700;14844773;14845265;14845790;14846833;14853261;14853580;14854317;14854686;14855273;14856313;14857526	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3077	581
gene:Vradi02g09540	CM003505.1;CM003505.1;CM003505.1;CM003505.1	14873104;14873603;14874751;14877044	14873518;14874649;14875778;14877363	-;-;-;-	2810	772
gene:Vradi02g09550	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	15008091;15008660;15011500;15011738;15012687;15013700	15008571;15008863;15011647;15011883;15012998;15013938	-;-;-;-;-;-	1530	207
gene:Vradi02g09560	CM003505.1	15021464	15021670	+	207	0
gene:Vradi02g09570	CM003505.1;CM003505.1	15039743;15040727	15040629;15041213	-;-	1374	1738
gene:ENSRNA050006194	CM003505.1	15164635	15164754	+	120	0
gene:Vradi02g09580	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	15242244;15243615;15244636;15245566;15247447;15248437;15249763;15250082;15250607	15242535;15243758;15244860;15245715;15247935;15249561;15249966;15250150;15250829	+;+;+;+;+;+;+;+;+	2921	604
gene:Vradi02g09590	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	15266691;15266994;15268399;15268725;15270550;15271180;15271289;15271834;15271992;15272130;15272330;15272612;15273558;15275688	15266919;15267255;15268564;15268784;15270627;15271221;15271391;15271901;15272036;15272237;15272417;15272658;15273629;15275888	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1569	362
gene:Vradi02g09600	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	15313570;15313659;15315821;15316631;15326855;15327725	15313572;15313778;15316012;15317107;15327046;15328425	+;+;+;+;+;+	1685	841
gene:Vradi02g09610	CM003505.1;CM003505.1;CM003505.1	15369802;15370039;15370887	15369961;15370121;15371021	+;+;+	378	2230
gene:Vradi02g09620	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	15382395;15383840;15384369;15384534;15384894;15385045;15385453;15385702;15385833;15386208;15386420;15386713	15382593;15383938;15384428;15384806;15384968;15385101;15385593;15385752;15385928;15386291;15386521;15387259	+;+;+;+;+;+;+;+;+;+;+;+	1784	1137
gene:Vradi02g09630	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	15404092;15404589;15404920;15405405;15405633;15406538;15406798;15407025;15407275;15408285;15409204	15404490;15404683;15405005;15405480;15405792;15406710;15406902;15407130;15407481;15408325;15409415	-;-;-;-;-;-;-;-;-;-;-	1660	1102
gene:Vradi02g09640	CM003505.1;CM003505.1;CM003505.1;CM003505.1	15435900;15437224;15438135;15440664	15436584;15437497;15440083;15440950	-;-;-;-	3195	3304
gene:Vradi02g09650	CM003505.1;CM003505.1;CM003505.1	15486344;15486940;15487119	15486777;15487042;15487124	+;+;+	543	301
gene:Vradi02g09660	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	15503002;15503505;15503976;15504404;15504915;15505694;15506051;15506280;15506622	15503180;15503601;15504014;15504457;15504996;15505814;15506180;15506408;15506988	-;-;-;-;-;-;-;-;-	1198	55
gene:Vradi02g09670	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	15548476;15549142;15550178;15550393;15550717;15551421;15551821	15548814;15549387;15550316;15550497;15551092;15551709;15552102	-;-;-;-;-;-;-	1776	8
gene:Vradi02g09680	CM003505.1;CM003505.1;CM003505.1;CM003505.1	15585746;15585896;15586174;15586536	15585819;15585995;15586275;15586762	+;+;+;+	503	2
gene:Vradi02g09690	CM003505.1;CM003505.1	15610471;15611071	15610939;15611758	+;+	1157	29
gene:Vradi02g09700	CM003505.1	15623025	15624350	-	1326	352
gene:Vradi02g09710	CM003505.1	15685228	15685905	+	678	146
gene:Vradi02g09720	CM003505.1;CM003505.1;CM003505.1	15718732;15718909;15719760	15718824;15719655;15720404	-;-;-	1485	25
gene:Vradi02g09730	CM003505.1	15730746	15731306	+	561	0
gene:Vradi02g09740	CM003505.1;CM003505.1;CM003505.1;CM003505.1	15731376;15732654;15732989;15734254	15732162;15732895;15733137;15734683	+;+;+;+	1608	0
gene:Vradi02g09750	CM003505.1;CM003505.1;CM003505.1;CM003505.1	15736204;15736820;15737020;15737784	15736733;15736942;15737656;15737825	-;-;-;-	1332	0
gene:Vradi02g09760	CM003505.1;CM003505.1;CM003505.1	15784792;15784938;15786570	15784845;15785112;15786973	-;-;-	633	0
gene:Vradi02g09770	CM003505.1;CM003505.1;CM003505.1;CM003505.1	15788412;15789135;15790314;15790768	15788536;15789272;15790668;15791118	+;+;+;+	969	0
gene:Vradi02g09780	CM003505.1;CM003505.1	15796236;15797014	15796918;15797479	-;-	1149	29
gene:Vradi02g09790	CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1;CM003505.1	15823293;15825306;15825604;15825754;15826219;15826382;15826510;15826985;15827209;15827422;15827600;15827988;15828215;15828516;15828605;15828734;15828973;15829181;15829865	15823319;15825485;15825656;15825814;15826300;15826431;15826596;15827119;15827303;15827506;15827760;15828111;15828321;15828538;15828654;15828885;15829082;15829309;15829962	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1809	11
